Entity,Code,Year,Low-carbon energy (TWh growth - equivalent),Renewables (TWh growth - equivalent),Fossil fuels (TWh growth),Nuclear (TWh growth - equivalent)
Lithuania,LTU,1992,-6.7820473,-0.079838574,-75.902626,-6.7022095
Lithuania,LTU,1993,-6.5051384,0.24247324,-21.99205,-6.747612
Lithuania,LTU,1994,-12.74758,0.1744622,-1.2684402,-12.922041
Lithuania,LTU,1995,11.445612,-0.23360217,-1.0611801,11.679213
Lithuania,LTU,1996,5.876549,-0.1389783,2.8400955,6.0155296
Lithuania,LTU,1997,-5.5340195,-0.09166664,-2.8313217,-5.4423523
Lithuania,LTU,1998,4.7021484,0.36075246,2.4664078,4.3413963
Lithuania,LTU,1999,-10.484974,-0.00887084,-7.853981,-10.476105
Lithuania,LTU,2000,-4.3154182,-0.22088718,-5.4687576,-4.094532
Lithuania,LTU,2001,8.100784,-0.040672004,5.1309395,8.141457
Lithuania,LTU,2002,7.660923,0.08106679,-1.5255508,7.579857
Lithuania,LTU,2003,3.402279,-0.07852548,1.330677,3.4808044
Lithuania,LTU,2004,-1.0524368,0.2794481,1.7809067,-1.3318863
Lithuania,LTU,2005,-13.242746,0.11169398,4.2232056,-13.354439
Lithuania,LTU,2006,-4.6668797,0.11637938,0.44096375,-4.7832584
Lithuania,LTU,2007,3.8648071,0.80604565,4.6216965,3.0587597
Lithuania,LTU,2008,0.1506195,0.15239143,-1.1215134,-0.0017700195
Lithuania,LTU,2009,2.523161,0.11810708,-9.622337,2.4050522
Lithuania,LTU,2010,-28.519571,0.56404376,4.2429047,-29.083614
Lithuania,LTU,2011,0.54295015,0.54295015,2.1976776,0
Lithuania,LTU,2012,0.38758802,0.38758802,-0.2848053,0
Lithuania,LTU,2013,0.9627447,0.9627447,-6.1576157,0
Lithuania,LTU,2014,0.025864124,0.025864124,-2.268303,0
Lithuania,LTU,2015,0.4987216,0.4987216,2.26342,0
Lithuania,LTU,2016,0.9616089,0.9616089,0.26261902,0
Lithuania,LTU,2017,1.2371564,1.2371564,2.2604103,0
Lithuania,LTU,2018,-0.5135994,-0.5135994,2.665142,0
Lithuania,LTU,2019,0.728909,0.728909,-0.6621208,0
Lithuania,LTU,2020,0.34897232,0.34897232,-0.920063,0
Lithuania,LTU,2021,0.43370914,0.43370914,-0.57870483,0
Lithuania,LTU,2022,-0.77668715,-0.77668715,-5.7060623,0
Low-income countries,,1969,,,,0
Low-income countries,,1970,,,,0
Low-income countries,,1971,,,,0
Low-income countries,,1972,,,,0
Low-income countries,,1973,,,,0
Low-income countries,,1974,,,,0
Low-income countries,,1975,,,,0
Low-income countries,,1976,,,,0
Low-income countries,,1977,,,,0
Low-income countries,,1978,,,,0
Low-income countries,,1979,,,,0
Low-income countries,,1980,,,,0
Low-income countries,,1981,,,,0
Low-income countries,,1982,,,,0
Low-income countries,,1983,,,,0
Low-income countries,,1984,,,,0
Low-income countries,,1985,,,,0
Low-income countries,,1986,,,,0
Low-income countries,,1987,,,,0
Low-income countries,,1988,,,,0
Low-income countries,,1989,,,,0
Low-income countries,,1990,,,,0
Low-income countries,,1991,,,,0
Low-income countries,,1992,,,,0
Low-income countries,,1993,,,,0
Low-income countries,,1994,,,,0
Low-income countries,,1995,,,,0
Low-income countries,,1996,,,,0
Low-income countries,,1997,,,,0
Low-income countries,,1998,,,,0
Low-income countries,,1999,,,,0
Low-income countries,,2000,,,,0
Low-income countries,,2001,,,,0
Low-income countries,,2002,,,,0
Low-income countries,,2003,,,,0
Low-income countries,,2004,,,,0
Low-income countries,,2005,,,,0
Low-income countries,,2006,,,,0
Low-income countries,,2007,,,,0
Low-income countries,,2008,,,,0
Low-income countries,,2009,,,,0
Low-income countries,,2010,,,,0
Low-income countries,,2011,,,,0
Low-income countries,,2012,,,,0
Low-income countries,,2013,,,,0
Low-income countries,,2014,,,,0
Low-income countries,,2015,,,,0
Low-income countries,,2016,,,,0
Low-income countries,,2017,,,,0
Low-income countries,,2018,,,,0
Low-income countries,,2019,,,,0
Low-income countries,,2020,,,,0
Low-income countries,,2021,,,,0
Low-income countries,,2022,,,,0
Lower-middle-income countries,,1966,4.339386,4.339386,65.53613,0
Lower-middle-income countries,,1967,10.370644,10.370644,40.950928,0
Lower-middle-income countries,,1968,18.399612,18.399612,78.78906,0
Lower-middle-income countries,,1969,15.849724,13.793144,94.08594,2.0565786
Lower-middle-income countries,,1970,12.609634,10.954346,46.791016,1.6552949
Lower-middle-income countries,,1971,3.9513245,4.7664337,55.327026,-0.81510735
Lower-middle-income countries,,1972,1.3852844,1.0843201,80.95398,0.30096292
Lower-middle-income countries,,1973,9.710709,6.2872467,101.3739,3.4234505
Lower-middle-income countries,,1974,-0.21609497,-0.20355225,91.09448,-0.012539864
Lower-middle-income countries,,1975,25.194046,23.990204,165.42834,1.2038507
Lower-middle-income countries,,1976,12.528397,11.337082,104.317505,1.1913109
Lower-middle-income countries,,1977,15.806671,18.62819,195.64539,-2.821525
Lower-middle-income countries,,1978,48.64528,47.930496,66.46875,0.7147865
Lower-middle-income countries,,1979,-3.3872375,-3.299469,214.33472,-0.08778143
Lower-middle-income countries,,1980,13.190704,12.827057,90.87671,0.3636632
Lower-middle-income countries,,1981,20.292206,19.991241,214.07153,0.30096292
Lower-middle-income countries,,1982,-23.4729,-22.695404,154.0852,-0.7774873
Lower-middle-income countries,,1983,2.9137573,0.104766846,244.3164,2.8089852
Lower-middle-income countries,,1984,29.45105,26.55429,165.72266,2.8967667
Lower-middle-income countries,,1985,200.12958,47.37845,3232.894,152.75111
Lower-middle-income countries,,1986,-23.081268,5.146515,176.2207,-28.227798
Lower-middle-income countries,,1987,24.513977,2.3932495,313.51367,22.120758
Lower-middle-income countries,,1988,98.611694,35.559967,172.7417,63.051697
Lower-middle-income countries,,1989,6.1936646,27.800262,232.63428,-21.606613
Lower-middle-income countries,,1990,59.42566,24.421112,796.79395,35.004562
Lower-middle-income countries,,1991,19.11914,24.8768,40.450195,-5.757614
Lower-middle-income countries,,1992,-2.1697998,-1.4364319,-146.396,-0.7334137
Lower-middle-income countries,,1993,31.567627,28.246674,-211.84326,3.320984
Lower-middle-income countries,,1994,9.0269165,30.295319,19.0083,-21.268417
Lower-middle-income countries,,1995,7.3029785,-4.8359985,390.29443,12.138977
Lower-middle-income countries,,1996,25.114685,-2.2565308,235.54785,27.371231
Lower-middle-income countries,,1997,-24.706787,-29.389496,294.6289,4.682678
Lower-middle-income countries,,1998,88.56055,96.93735,169.3125,-8.37677
Lower-middle-income countries,,1999,-2.0791016,3.9677124,413.77637,-6.0467987
Lower-middle-income countries,,2000,-4.9177856,-30.973999,412.3623,26.056183
Lower-middle-income countries,,2001,12.982788,6.0095825,255.61035,6.9732056
Lower-middle-income countries,,2002,2.7558594,-1.3452148,368.93164,4.101074
Lower-middle-income countries,,2003,27.242737,22.863281,374.3955,4.3794556
Lower-middle-income countries,,2004,139.97339,116.21942,566.84375,23.753998
Lower-middle-income countries,,2005,1.6973877,8.229187,537.36426,-6.53183
Lower-middle-income countries,,2006,79.89136,78.03778,416.1582,1.8536377
Lower-middle-income countries,,2007,50.99939,46.637085,791.2578,4.3622437
Lower-middle-income countries,,2008,-49.040527,-31.304382,550.50977,-17.736145
Lower-middle-income countries,,2009,-9.770142,4.159973,385.583,-13.930115
Lower-middle-income countries,,2010,89.74341,58.1532,585.3291,31.590149
Lower-middle-income countries,,2011,126.668335,97.444885,664.6914,29.22351
Lower-middle-income countries,,2012,-37.32776,-37.72992,530.50586,0.40219116
Lower-middle-income countries,,2013,161.68835,170.00763,187.93945,-8.319305
Lower-middle-income countries,,2014,48.232178,32.567505,595.7285,15.664703
Lower-middle-income countries,,2015,-17.053345,-19.977905,378.67578,2.92453
Lower-middle-income countries,,2016,72.06763,82.135864,696.1719,-10.068298
Lower-middle-income countries,,2017,153.58276,136.52283,517.01953,17.059998
Lower-middle-income countries,,2018,127.81323,126.022705,937.4863,1.7904663
Lower-middle-income countries,,2019,190.79529,181.53821,525.37305,9.257141
Lower-middle-income countries,,2020,73.22644,92.362305,-874.07227,-19.135803
Lower-middle-income countries,,2021,153.45459,122.92969,999.4785,30.52481
Lower-middle-income countries,,2022,172.9104,204.90833,731.9199,-31.997986
Luxembourg,LUX,1966,-0.025586918,-0.025586918,-1.7212563,0
Luxembourg,LUX,1967,0.02956386,0.02956386,-0.63534164,0
Luxembourg,LUX,1968,0.0055444837,0.0055444837,3.2118454,0
Luxembourg,LUX,1969,-0.034404457,-0.034404457,3.2855034,0
Luxembourg,LUX,1970,0.024297506,0.024297506,1.737011,0
Luxembourg,LUX,1971,-0.11083974,-0.11083974,-1.7258606,0
Luxembourg,LUX,1972,0.0258203,0.0258203,1.4043503,0
Luxembourg,LUX,1973,-0.01989752,-0.01989752,2.8609924,0
Luxembourg,LUX,1974,0.07157694,0.07157694,0.7065506,0
Luxembourg,LUX,1975,-0.030143589,-0.030143589,-8.587658,0
Luxembourg,LUX,1976,-0.07082278,-0.07082278,0.13756561,0
Luxembourg,LUX,1977,0.15336445,0.15336445,-2.9742088,0
Luxembourg,LUX,1978,-0.004911393,-0.004911393,1.6004562,0
Luxembourg,LUX,1979,0.023450553,0.023450553,1.1233482,0
Luxembourg,LUX,1980,0.010368615,0.010368615,-3.3135262,0
Luxembourg,LUX,1981,0.027200282,0.027200282,-5.6657677,0
Luxembourg,LUX,1982,-0.030551672,-0.030551672,-2.0717373,0
Luxembourg,LUX,1983,-0.0065541565,-0.0065541565,-2.0289211,0
Luxembourg,LUX,1984,0.021686941,0.021686941,2.237461,0
Luxembourg,LUX,1985,-0.05138251,-0.05138251,0.89546585,0
Luxembourg,LUX,1986,0.04553917,0.04553917,-0.76953125,0
Luxembourg,LUX,1987,0.057329148,0.057329148,-1.7900314,0
Luxembourg,LUX,1988,-0.02079168,-0.02079168,0.76127434,0
Luxembourg,LUX,1989,-0.07754469,-0.07754469,4.622629,0
Luxembourg,LUX,1990,-0.02092278,-0.02092278,2.0551949,0
Luxembourg,LUX,1991,0.046093613,0.046093613,2.731388,0
Luxembourg,LUX,1992,-0.048439994,-0.048439994,0.16253662,0
Luxembourg,LUX,1993,0.00052054226,0.00052054226,0.52549744,0
Luxembourg,LUX,1994,0.05735749,0.05735749,-1.615921,0
Luxembourg,LUX,1995,0.020001113,0.020001113,-5.095688,0
Luxembourg,LUX,1996,-0.09570804,-0.09570804,1.0603905,0
Luxembourg,LUX,1997,0.08157736,0.08157736,-0.82227707,0
Luxembourg,LUX,1998,0.1187554,0.1187554,-1.2895966,0
Luxembourg,LUX,1999,-0.06232217,-0.06232217,1.9342308,0
Luxembourg,LUX,2000,0.14509216,0.14509216,2.1994553,0
Luxembourg,LUX,2001,-0.010612071,-0.010612071,2.6731033,0
Luxembourg,LUX,2002,-0.050264895,-0.050264895,3.765728,0
Luxembourg,LUX,2003,-0.029665709,-0.029665709,2.151413,0
Luxembourg,LUX,2004,0.15651685,0.15651685,5.9193573,0
Luxembourg,LUX,2005,0.03796774,0.03796774,0.7352257,0
Luxembourg,LUX,2006,0.1042828,0.1042828,-1.0306091,0
Luxembourg,LUX,2007,0.56423336,0.56423336,-2.0652237,0
Luxembourg,LUX,2008,0.043884993,0.043884993,-0.40878677,0
Luxembourg,LUX,2009,-0.07425547,-0.07425547,-2.0935402,0
Luxembourg,LUX,2010,0.0010886192,0.0010886192,2.5216942,0
Luxembourg,LUX,2011,-0.005913496,-0.005913496,-1.2887077,0
Luxembourg,LUX,2012,0.18487263,0.18487263,-1.0530472,0
Luxembourg,LUX,2013,0.24148297,0.24148297,-2.50206,0
Luxembourg,LUX,2014,0.25659132,0.25659132,-1.6747398,0
Luxembourg,LUX,2015,0.23478174,0.23478174,-1.4745331,0
Luxembourg,LUX,2016,0.1425302,0.1425302,-0.717762,0
Luxembourg,LUX,2017,0.6628237,0.6628237,1.2328415,0
Luxembourg,LUX,2018,0.34557104,0.34557104,1.7304802,0
Luxembourg,LUX,2019,0.42820573,0.42820573,0.42909622,0
Luxembourg,LUX,2020,0.6625426,0.6625426,-7.4527016,0
Luxembourg,LUX,2021,-0.0092635155,-0.0092635155,2.7860794,0
Luxembourg,LUX,2022,-0.15755701,-0.15755701,-4.0447807,0
Madagascar,MDG,1996,,,,0
Madagascar,MDG,1997,,,,0
Madagascar,MDG,1998,,,,0
Madagascar,MDG,1999,,,,0
Madagascar,MDG,2000,,,,0
Madagascar,MDG,2001,,,,0
Madagascar,MDG,2002,,,,0
Madagascar,MDG,2003,,,,0
Madagascar,MDG,2004,,,,0
Madagascar,MDG,2005,,,,0
Madagascar,MDG,2006,,,,0
Madagascar,MDG,2007,,,,0
Madagascar,MDG,2008,,,,0
Madagascar,MDG,2009,,,,0
Madagascar,MDG,2010,,,,0
Madagascar,MDG,2011,,,,0
Madagascar,MDG,2012,,,,0
Madagascar,MDG,2013,,,,0
Madagascar,MDG,2014,,,,0
Madagascar,MDG,2015,,,,0
Madagascar,MDG,2016,,,,0
Madagascar,MDG,2017,,,,0
Madagascar,MDG,2018,,,,0
Madagascar,MDG,2019,,,,0
Madagascar,MDG,2020,,,,0
Madagascar,MDG,2021,,,,0
Madagascar,MDG,2022,,,,0
Malaysia,MYS,1966,0.31048346,0.31048346,,0
Malaysia,MYS,1967,0.09758091,0.09758091,,0
Malaysia,MYS,1968,0.23360229,0.23360229,,0
Malaysia,MYS,1969,0.6209674,0.6209674,,0
Malaysia,MYS,1970,0.55591416,0.55591416,,0
Malaysia,MYS,1971,-0.46129036,-0.46129036,5.640484,0
Malaysia,MYS,1972,0.319355,0.319355,5.310566,0
Malaysia,MYS,1973,-0.13602161,-0.13602161,3.0908966,0
Malaysia,MYS,1974,-0.30161285,-0.30161285,1.1029282,0
Malaysia,MYS,1975,-0.0029571056,-0.0029571056,1.8487473,0
Malaysia,MYS,1976,-0.16854835,-0.16854835,7.2443123,0
Malaysia,MYS,1977,-0.52930117,-0.52930117,12.029434,0
Malaysia,MYS,1978,0.39904785,0.39904785,25.620079,0
Malaysia,MYS,1979,0.5901365,0.5901365,15.210823,0
Malaysia,MYS,1980,0.9025619,0.9025619,4.638893,0
Malaysia,MYS,1981,0.45128107,0.45128107,3.8285751,0
Malaysia,MYS,1982,-0.17356968,-0.17356968,9.442955,0
Malaysia,MYS,1983,0.72899246,0.72899246,20.072067,0
Malaysia,MYS,1984,5.0335197,5.0335197,7.4762726,0
Malaysia,MYS,1985,0.93727493,0.93727493,-2.5251617,0
Malaysia,MYS,1986,1.0414181,1.0414181,15.733582,0
Malaysia,MYS,1987,2.499402,2.499402,3.3710327,0
Malaysia,MYS,1988,2.2564058,2.2564058,7.8170166,0
Malaysia,MYS,1989,-1.2844152,-1.2844152,25.674118,0
Malaysia,MYS,1990,-3.7491045,-3.7491045,15.742294,0
Malaysia,MYS,1991,1.2497015,1.2497015,59.63086,0
Malaysia,MYS,1992,-0.4829216,-0.4829216,39.171204,0
Malaysia,MYS,1993,1.6766129,1.6766129,0.2836609,0
Malaysia,MYS,1994,4.819894,4.819894,16.402649,0
Malaysia,MYS,1995,-0.78360367,-0.78360367,34.99762,0
Malaysia,MYS,1996,-3.0575266,-3.0575266,49.379456,0
Malaysia,MYS,1997,-2.9895163,-2.9895163,74.167786,0
Malaysia,MYS,1998,0.8397846,0.8397846,-20.850006,0
Malaysia,MYS,1999,9.151882,9.151882,24.83548,0
Malaysia,MYS,2000,0.17243958,0.17243958,81.65631,0
Malaysia,MYS,2001,-2.8503761,-2.8503761,17.408081,0
Malaysia,MYS,2002,-2.5568295,-2.5568295,35.916748,0
Malaysia,MYS,2003,-1.0052319,-1.0052319,55.986816,0
Malaysia,MYS,2004,1.8081207,1.8081207,55.675415,0
Malaysia,MYS,2005,1.1926003,1.1926003,62.24597,0
Malaysia,MYS,2006,0.9633541,0.9633541,7.7908936,0
Malaysia,MYS,2007,-0.4260502,-0.4260502,56.64978,0
Malaysia,MYS,2008,5.3456707,5.3456707,27.220337,0
Malaysia,MYS,2009,-1.2337894,-1.2337894,-28.340149,0
Malaysia,MYS,2010,-2.002636,-2.002636,31.928223,0
Malaysia,MYS,2011,5.672325,5.672325,10.555725,0
Malaysia,MYS,2012,4.104227,4.104227,85.1012,0
Malaysia,MYS,2013,6.733528,6.733528,41.596558,0
Malaysia,MYS,2014,4.334694,4.334694,6.543091,0
Malaysia,MYS,2015,2.5672874,2.5672874,14.505005,0
Malaysia,MYS,2016,16.231487,16.231487,41.849854,0
Malaysia,MYS,2017,17.788086,17.788086,-2.2436523,0
Malaysia,MYS,2018,1.5307388,1.5307388,19.718628,0
Malaysia,MYS,2019,3.2101822,3.2101822,27.989868,0
Malaysia,MYS,2020,7.419548,7.419548,-53.070557,0
Malaysia,MYS,2021,12.508781,12.508781,64.732666,0
Malaysia,MYS,2022,5.66201,5.66201,65.49658,0
Mexico,MEX,1966,3.7110195,3.7110195,13.5469055,0
Mexico,MEX,1967,2.6583328,2.6583328,3.3079834,0
Mexico,MEX,1968,4.805107,4.805107,23.410095,0
Mexico,MEX,1969,2.25914,2.25914,31.403534,0
Mexico,MEX,1970,4.7282257,4.7282257,20.876312,0
Mexico,MEX,1971,-1.2803726,-1.2803726,22.077667,0
Mexico,MEX,1972,2.8357468,2.8357468,41.91452,0
Mexico,MEX,1973,2.9407158,2.9407158,33.949585,0
Mexico,MEX,1974,1.8534317,1.8534317,49.357727,0
Mexico,MEX,1975,-4.3563004,-4.3563004,42.257996,0
Mexico,MEX,1976,6.302929,6.302929,31.996521,0
Mexico,MEX,1977,5.7675323,5.7675323,29.055481,0
Mexico,MEX,1978,-8.782978,-8.782978,92.58777,0
Mexico,MEX,1979,6.4905586,6.4905586,73.04053,0
Mexico,MEX,1980,-3.541874,-3.541874,77.824646,0
Mexico,MEX,1981,22.931515,22.931515,72.826294,0
Mexico,MEX,1982,-4.0670853,-4.0670853,46.299866,0
Mexico,MEX,1983,-6.317024,-6.317024,-5.350891,0
Mexico,MEX,1984,8.688019,8.688019,39.49176,0
Mexico,MEX,1985,14.881126,14.881126,38.688843,0
Mexico,MEX,1986,-16.108559,-16.108559,-17.61316,0
Mexico,MEX,1987,-3.044754,-3.044754,39.26953,0
Mexico,MEX,1988,8.153107,8.153107,0.4124756,0
Mexico,MEX,1989,11.57766,10.522102,52.786987,1.0555556
Mexico,MEX,1990,5.9760056,-1.3022156,103.26611,7.278226
Mexico,MEX,1991,0.37008667,-3.3328705,38.23828,3.7029562
Mexico,MEX,1992,13.042183,13.958694,13.387085,-0.9165163
Mexico,MEX,1993,2.8076782,-0.06388092,-1.5311279,2.871564
Mexico,MEX,1994,-21.62381,-19.660255,100.8822,-1.9635601
Mexico,MEX,1995,34.20173,22.27282,-59.508423,11.928913
Mexico,MEX,1996,8.693916,10.2971115,28.856323,-1.6031971
Mexico,MEX,1997,-8.244308,-15.559418,44.055786,7.315115
Mexico,MEX,1998,-7.8516006,-4.472122,69.3241,-3.3794804
Mexico,MEX,1999,25.86721,23.775963,-2.973877,2.0912476
Mexico,MEX,2000,-2.212494,2.8411102,98.423096,-5.0536118
Mexico,MEX,2001,-13.315567,-14.587723,-0.36657715,1.2721634
Mexico,MEX,2002,-8.917938,-11.617897,49.38318,2.699953
Mexico,MEX,2003,-10.738678,-12.66449,31.62793,1.9258137
Mexico,MEX,2004,11.955414,15.757294,90.18738,-3.8018742
Mexico,MEX,2005,13.512009,9.246422,163.01147,4.2655907
Mexico,MEX,2006,5.44751,5.466751,24.114868,-0.019252777
Mexico,MEX,2007,-8.214264,-6.819969,27.496216,-1.3942833
Mexico,MEX,2008,30.07138,31.91008,54.993164,-1.8387012
Mexico,MEX,2009,-33.910072,-35.615036,-2.3850098,1.7049599
Mexico,MEX,2010,17.490211,29.972824,-11.139038,-12.48261
Mexico,MEX,2011,8.723236,-2.3258514,87.67859,11.049083
Mexico,MEX,2012,-12.040451,-8.406525,31.911621,-3.6339226
Mexico,MEX,2013,-0.3979187,-8.1839905,1.8171387,7.786066
Mexico,MEX,2014,29.608536,35.311478,-43.371826,-5.7029457
Mexico,MEX,2015,-9.899078,-14.659058,-14.630371,4.759987
Mexico,MEX,2016,0.61595154,3.3874512,49.24707,-2.7714958
Mexico,MEX,2017,7.897629,7.251114,35.083252,0.6465111
Mexico,MEX,2018,15.991882,9.370621,-46.124756,6.6212635
Mexico,MEX,2019,-1.1252747,4.983917,-25.125,-6.1091957
Mexico,MEX,2020,31.066223,31.20018,-206.31592,-0.133955
Mexico,MEX,2021,33.721832,31.953873,121.35498,1.7679539
Mexico,MEX,2022,-3.6580963,-0.8632965,208.14111,-2.7947922
Middle Africa (EI),,1966,0.4672041,0.4672041,0.6070709,
Middle Africa (EI),,1967,-0.73037624,-0.73037624,0.4221344,
Middle Africa (EI),,1968,0.49086094,0.49086094,1.0355396,
Middle Africa (EI),,1969,1.0290318,1.0290318,0.8964443,
Middle Africa (EI),,1970,1.4932795,1.4932795,0.5942497,
Middle Africa (EI),,1971,0.9610214,0.9610214,5.0755463,
Middle Africa (EI),,1972,0.35483837,0.35483837,1.4474754,
Middle Africa (EI),,1973,1.3188171,1.3188171,4.883896,
Middle Africa (EI),,1974,-0.31048393,-0.31048393,1.794529,
Middle Africa (EI),,1975,1.6440868,1.6440868,-4.667282,
Middle Africa (EI),,1976,-0.6860218,-0.6860218,-0.5432205,
Middle Africa (EI),,1977,0.46424675,0.46424675,2.9858818,
Middle Africa (EI),,1978,0.08575249,0.08575249,6.6314926,
Middle Africa (EI),,1979,0.4080639,0.4080639,-0.03284836,
Middle Africa (EI),,1980,1.0053768,1.0053768,2.1337547,
Middle Africa (EI),,1981,1.1029587,1.1029587,3.1086884,
Middle Africa (EI),,1982,0.8516102,0.8516102,-3.0098877,
Middle Africa (EI),,1983,1.2094097,1.2094097,6.43647,
Middle Africa (EI),,1984,1.0526886,1.0526886,-4.861656,
Middle Africa (EI),,1985,3.1935482,3.1935482,6.053299,
Middle Africa (EI),,1986,0.86639786,0.86639786,-1.7044907,0
Middle Africa (EI),,1987,0.047311783,0.047311783,1.7433777,0
Middle Africa (EI),,1988,0.4435482,0.4435482,3.920761,0
Middle Africa (EI),,1989,5.4467754,5.4467754,-0.56884,0
Middle Africa (EI),,1990,-3.4146175,-3.4146175,-3.4721603,0
Middle Africa (EI),,1991,-0.90662,-0.90662,-3.905754,0
Middle Africa (EI),,1992,2.4986553,2.4986553,-0.2993126,0
Middle Africa (EI),,1993,-1.7978477,-1.7978477,1.1827049,0
Middle Africa (EI),,1994,-1.4191189,-1.4191189,-1.1863098,0
Middle Africa (EI),,1995,3.2497272,3.2497272,-0.11683273,0
Middle Africa (EI),,1996,0.10006714,0.10006714,0.10882187,0
Middle Africa (EI),,1997,-2.1556435,-2.1556435,1.757534,0
Middle Africa (EI),,1998,-0.62983894,-0.62983894,-2.370285,0
Middle Africa (EI),,1999,1.194624,1.194624,2.2028427,0
Middle Africa (EI),,2000,3.0776367,3.0776367,5.7930946,0
Middle Africa (EI),,2001,0.53977585,0.53977585,1.4992027,
Middle Africa (EI),,2002,0.1084404,0.1084404,5.1862297,
Middle Africa (EI),,2003,0.9809265,0.9809265,6.365265,
Middle Africa (EI),,2004,5.338646,5.338646,17.113815,
Middle Africa (EI),,2005,0.92118454,0.92118454,-4.091156,
Middle Africa (EI),,2006,5.1723747,5.1723747,10.35244,
Middle Africa (EI),,2007,-3.5536766,-3.5536766,7.9925385,
Middle Africa (EI),,2008,2.7529259,2.7529259,11.853249,
Middle Africa (EI),,2009,-0.4949684,-0.4949684,9.778847,
Middle Africa (EI),,2010,1.5693626,1.5693626,16.663605,
Middle Africa (EI),,2011,0.5472679,0.5472679,8.254074,
Middle Africa (EI),,2012,-0.79293823,-0.79293823,18.726578,
Middle Africa (EI),,2013,6.3367615,6.3367615,21.649551,
Middle Africa (EI),,2014,3.4611588,3.4611588,8.936966,
Middle Africa (EI),,2015,0.23154068,0.23154068,-0.36946106,
Middle Africa (EI),,2016,2.4426613,2.4426613,-1.10849,
Middle Africa (EI),,2017,7.3924828,7.3924828,-12.851868,
Middle Africa (EI),,2018,7.9733353,7.9733353,2.460556,
Middle Africa (EI),,2019,3.751007,3.751007,1.9020691,
Middle Africa (EI),,2020,8.021957,8.021957,-17.079956,
Middle Africa (EI),,2021,-2.3250427,-2.3250427,14.050552,
Middle Africa (EI),,2022,1.7711334,1.7711334,-14.562424,
Middle East (EI),,1966,0.59216595,0.59216595,20.889282,0
Middle East (EI),,1967,0.83587885,0.83587885,31.13031,0
Middle East (EI),,1968,0.7462158,0.7462158,32.34503,0
Middle East (EI),,1969,0.93078804,0.93078804,35.96759,0
Middle East (EI),,1970,0.5432348,0.5432348,43.85315,0
Middle East (EI),,1971,0.51823616,0.51823616,53.03784,0
Middle East (EI),,1972,2.4077768,2.4077768,55.95227,0
Middle East (EI),,1973,-2.4210262,-2.4210262,86.16882,0
Middle East (EI),,1974,3.1507282,3.1507282,54.880554,0
Middle East (EI),,1975,1.8466921,1.8466921,-7.831421,0
Middle East (EI),,1976,2.6157074,2.6157074,118.876465,0
Middle East (EI),,1977,2.286234,2.286234,146.55664,0
Middle East (EI),,1978,8.025433,8.025433,65.25513,0
Middle East (EI),,1979,-0.58083534,-0.58083534,220.48328,0
Middle East (EI),,1980,0.19774246,0.19774246,-53.183838,0
Middle East (EI),,1981,1.5720844,1.5720844,126.29736,0
Middle East (EI),,1982,1.1577187,1.1577187,162.7644,0
Middle East (EI),,1983,-1.1384449,-1.1384449,174.92664,0
Middle East (EI),,1984,0.45068932,0.45068932,249.89551,0
Middle East (EI),,1985,0.19135857,0.19135857,127.042725,0
Middle East (EI),,1986,1.8954315,1.8954315,112.14087,0
Middle East (EI),,1987,8.386021,8.386021,148.2959,0
Middle East (EI),,1988,1.1354828,1.1354828,148.8899,0
Middle East (EI),,1989,-4.952957,-4.952957,149.5022,0
Middle East (EI),,1990,7.8368034,7.8368034,108.88037,0
Middle East (EI),,1991,-12.608837,-12.608837,117.48633,0
Middle East (EI),,1992,20.160404,20.160404,280.7539,0
Middle East (EI),,1993,6.563526,6.563526,88.06543,0
Middle East (EI),,1994,-10.340504,-10.340504,398.0796,0
Middle East (EI),,1995,6.2183876,6.2183876,113.82031,0
Middle East (EI),,1996,0.13503647,0.13503647,124.59741,0
Middle East (EI),,1997,-8.188847,-8.188847,217.84253,0
Middle East (EI),,1998,3.7953072,3.7953072,112.88574,0
Middle East (EI),,1999,-15.8923645,-15.8923645,98.25391,0
Middle East (EI),,2000,-3.1762047,-3.1762047,239.56055,0
Middle East (EI),,2001,2.4520378,2.4520378,247.20898,
Middle East (EI),,2002,15.084835,15.084835,269.0161,
Middle East (EI),,2003,4.5015564,4.5015564,212.9331,
Middle East (EI),,2004,12.964382,12.964382,440.88867,
Middle East (EI),,2005,2.0968933,2.0968933,367.94824,
Middle East (EI),,2006,11.979095,11.979095,319.19336,
Middle East (EI),,2007,-4.8371353,-4.8371353,299.60547,
Middle East (EI),,2008,-36.858646,-36.858646,575.7285,
Middle East (EI),,2009,-4.3495255,-4.3495255,128.87305,
Middle East (EI),,2010,14.549141,14.549141,502.71484,
Middle East (EI),,2011,2.967083,2.6836166,327.86914,
Middle East (EI),,2012,12.61808,9.08189,326.30566,3.536187
Middle East (EI),,2013,13.262192,5.952759,245.75,7.309434
Middle East (EI),,2014,-8.611717,-8.061882,343.57617,-0.5498333
Middle East (EI),,2015,-8.973118,-7.4264107,305.3496,-1.5467062
Middle East (EI),,2016,20.263813,12.664738,324.65918,7.5990763
Middle East (EI),,2017,5.4326553,4.296196,154.1416,1.1364555
Middle East (EI),,2018,-14.046669,-13.75938,51.916016,-0.28728294
Middle East (EI),,2019,83.10951,84.3748,13.271484,-1.2653008
Middle East (EI),,2020,-11.770782,-15.608788,-263.93945,3.8380032
