Entity,Code,Year,Fossil fuels per capita (kWh),Nuclear per capita (kWh - equivalent),Renewables per capita (kWh - equivalent)
Madagascar,MDG,2017,,0,
Madagascar,MDG,2018,,0,
Madagascar,MDG,2019,,0,
Madagascar,MDG,2020,,0,
Madagascar,MDG,2021,,0,
Madagascar,MDG,2022,,0,
Malaysia,MYS,1970,3949.8076,0,344.85983
Malaysia,MYS,1971,4392.2227,0,293.1051
Malaysia,MYS,1972,4782.5903,0,315.91208
Malaysia,MYS,1973,4949.1387,0,296.16223
Malaysia,MYS,1974,4927.4478,0,262.43304
Malaysia,MYS,1975,4966.6523,0,255.79146
Malaysia,MYS,1976,5453.083,0,235.3658
Malaysia,MYS,1977,6299.744,0,186.0986
Malaysia,MYS,1978,8178.9736,0,213.08952
Malaysia,MYS,1979,9150.046,0,253.44502
Malaysia,MYS,1980,9265.178,0,315.206
Malaysia,MYS,1981,9309.121,0,340.36783
Malaysia,MYS,1982,9749.091,0,319.18478
Malaysia,MYS,1983,10899.81,0,361.8851
Malaysia,MYS,1984,11116.755,0,694.91864
Malaysia,MYS,1985,10639.337,0,737.5606
Malaysia,MYS,1986,11342.441,0,783.1342
Malaysia,MYS,1987,11217.115,0,915.85425
Malaysia,MYS,1988,11356.526,0,1025.1613
Malaysia,MYS,1989,12534.345,0,919.85004
Malaysia,MYS,1990,13077.46,0,679.7302
Malaysia,MYS,1991,16023.865,0,730.2122
Malaysia,MYS,1992,17697.732,0,684.0749
Malaysia,MYS,1993,17226.408,0,753.292
Malaysia,MYS,1994,17590.086,0,978.6334
Malaysia,MYS,1995,18849.223,0,913.07855
Malaysia,MYS,1996,20732.895,0,740.9245
Malaysia,MYS,1997,23676.77,0,580.70557
Malaysia,MYS,1998,22111.412,0,604.2629
Malaysia,MYS,1999,22670,0,998.3249
Malaysia,MYS,2000,25659.174,0,980.75714
Malaysia,MYS,2001,25747.527,0,834.7978
Malaysia,MYS,2002,26595.418,0,708.1476
Malaysia,MYS,2003,28216.72,0,650.42694
Malaysia,MYS,2004,29753.021,0,706.55383
Malaysia,MYS,2005,31476.67,0,736.46985
Malaysia,MYS,2006,31074.904,0,756.53345
Malaysia,MYS,2007,32496.963,0,724.5228
Malaysia,MYS,2008,32809.344,0,902.7836
Malaysia,MYS,2009,31162.104,0,841.36926
Malaysia,MYS,2010,31730.775,0,756.96985
Malaysia,MYS,2011,31585.357,0,939.2355
Malaysia,MYS,2012,33947.586,0,1062.5347
Malaysia,MYS,2013,34793.297,0,1269.2478
Malaysia,MYS,2014,34470.91,0,1391.3153
Malaysia,MYS,2015,34424.766,0,1453.2415
Malaysia,MYS,2016,35252.574,0,1947.0024
Malaysia,MYS,2017,34686.957,0,2475.9368
Malaysia,MYS,2018,34842.21,0,2490.8225
Malaysia,MYS,2019,35265.555,0,2557.9487
Malaysia,MYS,2020,33246.44,0,2750.9214
Malaysia,MYS,2021,34804.273,0,3092.8616
Malaysia,MYS,2022,36360.508,0,3226.491
Malaysia,MYS,1965,,0,190.93054
Malaysia,MYS,1966,,0,219.07736
Malaysia,MYS,1967,,0,223.73164
Malaysia,MYS,1968,,0,242.06747
Malaysia,MYS,1969,,0,298.0005
Mexico,MEX,1965,6250.115,0,613.22003
Mexico,MEX,1966,6352.682,0,677.1959
Mexico,MEX,1967,6219.693,0,713.51984
Mexico,MEX,1968,6516.4336,0,792.49493
Mexico,MEX,1969,6954.5337,0,813.75116
Mexico,MEX,1970,7151.8633,0,882.2874
Mexico,MEX,1971,7355.6255,0,830.27313
Mexico,MEX,1972,7912.351,0,857.71484
Mexico,MEX,1973,8285.694,0,884.7964
Mexico,MEX,1974,8902.519,0,890.65515
Mexico,MEX,1975,9357.678,0,789.9362
Mexico,MEX,1976,9614.422,0,871.19196
Mexico,MEX,1977,9801.593,0,938.499
Mexico,MEX,1978,10960.942,0,774.28613
Mexico,MEX,1979,11760.889,0,850.96875
Mexico,MEX,1980,12609.443,0,776.88306
Mexico,MEX,1981,13382.935,0,1090.9492
Mexico,MEX,1982,13768.683,0,1011.41656
Mexico,MEX,1983,13422.527,0,903.80316
Mexico,MEX,1984,13702.497,0,1004.69165
Mexico,MEX,1985,13966.241,0,1184.8962
Mexico,MEX,1986,13487.386,0,952.5433
Mexico,MEX,1987,13762.588,0,896.9581
Mexico,MEX,1988,13534.314,0,985.08514
Mexico,MEX,1989,13965.897,13.156004,1099.7549
Mexico,MEX,1990,14975.479,101.97917,1063.8129
Mexico,MEX,1991,15141.17,144.4092,1003.0086
Mexico,MEX,1992,15006.241,130.83665,1147.8696
Mexico,MEX,1993,14701.9,161.47763,1125.2041
Mexico,MEX,1994,15566.869,136.19775,881.3615
Mexico,MEX,1995,14619.06,266.28046,1112.7068
Mexico,MEX,1996,14676.027,244.07446,1205.492
Mexico,MEX,1997,14897.366,318.3953,1017.86115
Mexico,MEX,1998,15379.851,277.41193,953.6552
Mexico,MEX,1999,15098.726,294.6061,1184.9432
Mexico,MEX,2000,15866.979,238.34055,1195.3435
Mexico,MEX,2001,15620.509,247.49284,1030.2872
Mexico,MEX,2002,15874.146,270.51245,899.61755
Mexico,MEX,2003,15948.56,285.32,762.6944
Mexico,MEX,2004,16583.523,244.58192,903.1588
Mexico,MEX,2005,17894.123,281.5647,978.0316
Mexico,MEX,2006,17877.926,277.5797,1015.96045
Mexico,MEX,2007,17898.035,261.07614,939.7044
Mexico,MEX,2008,18173.977,241.02423,1218.7946
Mexico,MEX,2009,17929.121,253.41492,883.1007
Mexico,MEX,2010,17593.861,139.15077,1137.8114
Mexico,MEX,2011,18112.566,233.97234,1101.3076
Mexico,MEX,2012,18137.041,199.33437,1013.41064
Mexico,MEX,2013,17915.207,263.1087,930.3747
Mexico,MEX,2014,17328.951,211.84003,1216.2408
Mexico,MEX,2015,17006.129,248.99928,1080.1233
Mexico,MEX,2016,17219.76,223.3864,1095.8279
Mexico,MEX,2017,17320.318,226.24896,1143.0814
Mexico,MEX,2018,16784.336,277.49734,1207.8157
Mexico,MEX,2019,16439.701,226.28014,1237.314
Mexico,MEX,2020,14683.13,223.57736,1475.9723
Mexico,MEX,2021,15558.993,236.2834,1719.9292
Mexico,MEX,2022,17093.922,212.88353,1702.3807
Mongolia,MNG,1981,,0,
Mongolia,MNG,1982,,0,
Mongolia,MNG,1983,,0,
Mongolia,MNG,1984,,0,
Mongolia,MNG,1985,,0,
Mongolia,MNG,1986,,0,
Mongolia,MNG,1987,,0,
Mongolia,MNG,1988,,0,
Mongolia,MNG,1989,,0,
Mongolia,MNG,1990,,0,
Mongolia,MNG,1991,,0,
Mongolia,MNG,1992,,0,
Mongolia,MNG,1993,,0,
Mongolia,MNG,1994,,0,
Mongolia,MNG,1995,,0,
Mongolia,MNG,1996,,0,
Mongolia,MNG,1997,,0,
Mongolia,MNG,1998,,0,
Mongolia,MNG,1999,,0,
Mongolia,MNG,2000,,0,
Mongolia,MNG,2001,,0,
Mongolia,MNG,2002,,0,
Mongolia,MNG,2003,,0,
Mongolia,MNG,2004,,0,
Mongolia,MNG,2005,,0,
Mongolia,MNG,2006,,0,
Mongolia,MNG,2007,,0,
Mongolia,MNG,2008,,0,
Mongolia,MNG,2009,,0,
Mongolia,MNG,2010,,0,
Mongolia,MNG,2011,,0,
Mongolia,MNG,2012,,0,
Mongolia,MNG,2013,,0,
Mongolia,MNG,2014,,0,
Mongolia,MNG,2015,,0,
Mongolia,MNG,2016,,0,
Mongolia,MNG,2017,,0,
Mongolia,MNG,2018,,0,
Mongolia,MNG,2019,,0,
Mongolia,MNG,2020,,0,
Mongolia,MNG,2021,,0,
Mongolia,MNG,2022,,0,
Morocco,MAR,1965,1059.203,0,268.0361
Morocco,MAR,1966,1475.3055,0,226.85628
Morocco,MAR,1967,1550.9716,0,195.31969
Morocco,MAR,1968,1609.6403,0,215.90599
Morocco,MAR,1969,1678.0184,0,271.90738
Morocco,MAR,1970,1728.0583,0,260.57446
Morocco,MAR,1971,1772.3291,0,286.6962
Morocco,MAR,1972,1876.1157,0,293.46585
Morocco,MAR,1973,2136.605,0,213.75659
Morocco,MAR,1974,2217.27,0,233.90157
Morocco,MAR,1975,2257.148,0,173.40515
Morocco,MAR,1976,2404.0864,0,166.19678
Morocco,MAR,1977,2589.9695,0,221.69525
Morocco,MAR,1978,2684.7168,0,224.15027
Morocco,MAR,1979,2917.6675,0,244.05467
Morocco,MAR,1980,2860.7783,0,227.65204
Morocco,MAR,1981,2767.2976,0,149.83752
Morocco,MAR,1982,2846.6152,0,81.52582
Morocco,MAR,1983,2863.1436,0,66.81479
Morocco,MAR,1984,2847.3623,0,49.605576
Morocco,MAR,1985,2859.4333,0,64.3426
Morocco,MAR,1986,2875.592,0,83.30297
Morocco,MAR,1987,2883.4077,0,104.790504
Morocco,MAR,1988,2981.3367,0,116.68094
Morocco,MAR,1989,3206.29,0,141.67723
Morocco,MAR,1990,3221.2292,0,146.82161
Morocco,MAR,1991,3208.6702,0,145.07988
Morocco,MAR,1992,3579.7783,0,112.2229
Morocco,MAR,1993,3621.3716,0,50.75976
Morocco,MAR,1994,3891.775,0,94.798615
Morocco,MAR,1995,3783.7856,0,67.92423
Morocco,MAR,1996,3752.968,0,214.33415
Morocco,MAR,1997,3839.615,0,224.81956
Morocco,MAR,1998,3920.4734,0,189.0689
Morocco,MAR,1999,4118.6973,0,86.5783
Morocco,MAR,2000,4032.686,0,80.981
Morocco,MAR,2001,4278.1597,0,108.46318
Morocco,MAR,2002,4336.5244,0,103.19889
Morocco,MAR,2003,4237.195,0,160.80164
Morocco,MAR,2004,4774.861,0,171.7778
Morocco,MAR,2005,5191.2812,0,110.191826
Morocco,MAR,2006,5232.947,0,107.58516
Morocco,MAR,2007,5119.291,0,106.92096
Morocco,MAR,2008,5586.19,0,107.84558
Morocco,MAR,2009,5228.139,0,257.93668
Morocco,MAR,2010,5652.3384,0,352.81168
Morocco,MAR,2011,5996.4497,0,226.17589
Morocco,MAR,2012,6055.178,0,193.94551
Morocco,MAR,2013,6007.5825,0,322.50107
Morocco,MAR,2014,6055.053,0,281.70233
Morocco,MAR,2015,6025.9453,0,342.44873
Morocco,MAR,2016,6006.062,0,355.13342
Morocco,MAR,2017,6233.538,0,347.1855
Morocco,MAR,2018,6253.0957,0,477.51132
Morocco,MAR,2019,6719.7544,0,547.7098
Morocco,MAR,2020,6051.8125,0,499.60312
Morocco,MAR,2021,6690.095,0,546.6156
Morocco,MAR,2022,6357.1924,0,497.91846
Mozambique,MOZ,1995,,0,
Mozambique,MOZ,1996,,0,
Mozambique,MOZ,1997,,0,
Mozambique,MOZ,1998,,0,
Mozambique,MOZ,1999,,0,
Mozambique,MOZ,2017,,0,
Mozambique,MOZ,2018,,0,
Mozambique,MOZ,2019,,0,
Mozambique,MOZ,2020,,0,
Mozambique,MOZ,2021,,0,
Mozambique,MOZ,2022,,0,
Myanmar,MMR,1970,,0,
Myanmar,MMR,1971,,0,
Myanmar,MMR,1972,,0,
Myanmar,MMR,1973,,0,
Myanmar,MMR,1974,,0,
Myanmar,MMR,1975,,0,
Myanmar,MMR,1976,,0,
Myanmar,MMR,1977,,0,
Myanmar,MMR,1978,,0,
Myanmar,MMR,1979,,0,
Myanmar,MMR,1980,,0,
Myanmar,MMR,1981,,0,
Myanmar,MMR,1982,,0,
Myanmar,MMR,1983,,0,
Myanmar,MMR,1984,,0,
Myanmar,MMR,1985,,0,
Myanmar,MMR,1986,,0,
Myanmar,MMR,1987,,0,
Myanmar,MMR,1988,,0,
Myanmar,MMR,1989,,0,
Myanmar,MMR,1990,,0,
Myanmar,MMR,1991,,0,
Myanmar,MMR,1992,,0,
Myanmar,MMR,1993,,0,
Myanmar,MMR,1994,,0,
Myanmar,MMR,1995,,0,
Myanmar,MMR,1996,,0,
Myanmar,MMR,1997,,0,
Myanmar,MMR,1998,,0,
Myanmar,MMR,1999,,0,
Myanmar,MMR,2000,,0,
Myanmar,MMR,2001,,0,
Myanmar,MMR,2002,,0,
Myanmar,MMR,2003,,0,
Myanmar,MMR,2004,,0,
Myanmar,MMR,2005,,0,
Myanmar,MMR,2006,,0,
Myanmar,MMR,2007,,0,
Myanmar,MMR,2008,,0,
Myanmar,MMR,2009,,0,
Myanmar,MMR,2010,,0,
Myanmar,MMR,2011,,0,
Myanmar,MMR,2012,,0,
Myanmar,MMR,2013,,0,
Myanmar,MMR,2014,,0,
Myanmar,MMR,2015,,0,
Myanmar,MMR,2016,,0,
Myanmar,MMR,2017,,0,
Myanmar,MMR,2018,,0,
Myanmar,MMR,2019,,0,
Myanmar,MMR,2020,,0,
Myanmar,MMR,2021,,0,
Myanmar,MMR,2022,,0,
Netherlands,NLD,1965,33721.645,0,0
Netherlands,NLD,1966,35679.16,0,0
Netherlands,NLD,1967,37274.477,0,0
Netherlands,NLD,1968,41196.305,6.2425795,0
Netherlands,NLD,1969,45328.902,69.38901,0
Netherlands,NLD,1970,50526.875,80.091324,0
Netherlands,NLD,1971,52675.934,87.14782,0
Netherlands,NLD,1972,60582.566,69.4249,0
Netherlands,NLD,1973,63694.586,233.79431,0
Netherlands,NLD,1974,59485.777,685.7059,0
Netherlands,NLD,1975,59339.926,692.5596,187.5985
Netherlands,NLD,1976,64218.42,798.45685,202.29498
Netherlands,NLD,1977,62647.73,759.7802,199.7495
Netherlands,NLD,1978,63357.105,825.8633,277.12698
Netherlands,NLD,1979,65201.08,705.1202,251.46053
Netherlands,NLD,1980,60650.074,843.39984,231.33252
Netherlands,NLD,1981,57201.82,730.06915,243.61418
Netherlands,NLD,1982,52635.984,773.45996,59.170574
Netherlands,NLD,1983,52690.6,708.7049,51.31643
Netherlands,NLD,1984,54479.19,729.1282,3.7576349
Netherlands,NLD,1985,55826.984,762.1724,97.59313
Netherlands,NLD,1986,58242.152,819.80066,121.78267
Netherlands,NLD,1987,59221.56,687.5636,153.3051
Netherlands,NLD,1988,59016.72,706.38403,184.16592
Netherlands,NLD,1989,58854.543,767.9324,205.41118
Netherlands,NLD,1990,60104.992,664.9231,171.01303
Netherlands,NLD,1991,60854.72,627.78973,196.84842
Netherlands,NLD,1992,61062.695,711.68756,210.75021
Netherlands,NLD,1993,61124.77,734.5383,232.40233
Netherlands,NLD,1994,60038.215,733.34216,260.39783
Netherlands,NLD,1995,62091.938,738.0966,287.89435
Netherlands,NLD,1996,64328.18,759.6597,369.1202
Netherlands,NLD,1997,63062.74,437.15768,406.4464
Netherlands,NLD,1998,62828.176,687.4405,465.0263
Netherlands,NLD,1999,61661.11,686.9639,499.5068
Netherlands,NLD,2000,62039.64,699.45996,586.3037
Netherlands,NLD,2001,64075.08,700.7441,646.62
Netherlands,NLD,2002,63691.043,682.6563,772.864
Netherlands,NLD,2003,63843.56,693.33746,759.73224
Netherlands,NLD,2004,65559.89,652.5502,1010.4441
Netherlands,NLD,2005,66299.11,675.43976,1421.3
Netherlands,NLD,2006,64614.66,580.2571,1545.087
Netherlands,NLD,2007,65239.363,695.3119,1633.4071
Netherlands,NLD,2008,63864.88,682.92615,1936.8414
Netherlands,NLD,2009,62341.004,688.4896,2238.8867
Netherlands,NLD,2010,67602.75,636.1881,2209.5332
Netherlands,NLD,2011,63664.504,656.3155,2445.274
Netherlands,NLD,2012,62190.094,613.64355,2473.6006
Netherlands,NLD,2013,60208.56,448.2306,2357.5505
Netherlands,NLD,2014,57048.688,627.33685,2270.0615
Netherlands,NLD,2015,57538.223,618.40643,2526.399
Netherlands,NLD,2016,57717.484,594.0874,2631.5774
Netherlands,NLD,2017,57533.97,504.9701,3062.069
Netherlands,NLD,2018,55419.652,516.22003,3412.2295
Netherlands,NLD,2019,54162.617,569.5695,4104.7476
Netherlands,NLD,2020,50364.746,590.8308,5749.9604
Netherlands,NLD,2021,50520.312,549.19336,6940.3916
Netherlands,NLD,2022,47356.742,592.2688,8051.7456
Netherlands Antilles,ANT,1970,,0,
Netherlands Antilles,ANT,1980,,0,
Netherlands Antilles,ANT,1990,,0,
Netherlands Antilles,ANT,2000,,0,
Netherlands Antilles,ANT,2001,,0,
Netherlands Antilles,ANT,2002,,0,
Netherlands Antilles,ANT,2003,,0,
Netherlands Antilles,ANT,2004,,0,
Netherlands Antilles,ANT,2005,,0,
Netherlands Antilles,ANT,2006,,0,
Netherlands Antilles,ANT,2007,,0,
Netherlands Antilles,ANT,2008,,0,
Netherlands Antilles,ANT,2009,,0,
Netherlands Antilles,ANT,2010,,0,
New Caledonia,NCL,1995,,0,
New Caledonia,NCL,1996,,0,
New Caledonia,NCL,1997,,0,
New Caledonia,NCL,1998,,0,
New Caledonia,NCL,1999,,0,
New Caledonia,NCL,2000,,0,
New Caledonia,NCL,2001,,0,
New Caledonia,NCL,2002,,0,
New Caledonia,NCL,2003,,0,
New Caledonia,NCL,2004,,0,
New Caledonia,NCL,2005,,0,
New Caledonia,NCL,2006,,0,
New Caledonia,NCL,2007,,0,
New Caledonia,NCL,2008,,0,
New Caledonia,NCL,2009,,0,
New Caledonia,NCL,2010,,0,
New Caledonia,NCL,2011,,0,
New Caledonia,NCL,2012,,0,
New Caledonia,NCL,2013,,0,
New Caledonia,NCL,2014,,0,
New Caledonia,NCL,2015,,0,
New Caledonia,NCL,2016,,0,
New Caledonia,NCL,2017,,0,
New Caledonia,NCL,2018,,0,
New Caledonia,NCL,2019,,0,
New Caledonia,NCL,2020,,0,
New Caledonia,NCL,2021,,0,
New Caledonia,NCL,2022,,0,
New Zealand,NZL,1970,22920.904,0,14545.843
New Zealand,NZL,1971,22543.393,0,16078.261
New Zealand,NZL,1972,23805.973,0,16674.404
New Zealand,NZL,1973,25098.098,0,16160.178
New Zealand,NZL,1974,24188.096,0,16775.023
New Zealand,NZL,1975,22975.924,0,17927.521
New Zealand,NZL,1976,25241.035,0,16595.656
New Zealand,NZL,1977,26798.07,0,15722.57
New Zealand,NZL,1978,25452.895,0,16616.527
New Zealand,NZL,1979,23521.633,0,19128.906
New Zealand,NZL,1980,22618.482,0,20051.102
New Zealand,NZL,1981,22378.785,0,20235.043
New Zealand,NZL,1982,24854.2,0,18826.426
New Zealand,NZL,1983,24947.434,0,19972.48
New Zealand,NZL,1984,26662.799,0,20489.256
New Zealand,NZL,1985,27584.857,0,19660.656
New Zealand,NZL,1986,28910.611,0,21797.26
New Zealand,NZL,1987,29466.238,0,21523.877
New Zealand,NZL,1988,30499.025,0,22346.605
New Zealand,NZL,1989,31479.422,0,22287.035
New Zealand,NZL,1990,32142.564,0,22733.436
New Zealand,NZL,1991,32550.72,0,22075.588
New Zealand,NZL,1992,33722.297,0,20204.88
New Zealand,NZL,1993,32834.3,0,22079.123
New Zealand,NZL,1994,33611.617,0,23594.568
New Zealand,NZL,1995,33911.906,0,24583.352
New Zealand,NZL,1996,35371.164,0,23094.746
New Zealand,NZL,1997,37151.305,0,20589.727
New Zealand,NZL,1998,35017.78,0,22205.275
New Zealand,NZL,1999,36957.543,0,20413.797
New Zealand,NZL,2000,37879.395,0,21664.414
New Zealand,NZL,2001,39377.96,0,19107.162
New Zealand,NZL,2002,38642.633,0,20946.445
New Zealand,NZL,2003,37262.953,0,19471.902
New Zealand,NZL,2004,35646.418,0,21853.275
New Zealand,NZL,2005,36160.438,0,19191.807
New Zealand,NZL,2006,35877.098,0,19210.275
New Zealand,NZL,2007,35073.93,0,19282.623
New Zealand,NZL,2008,35381.89,0,18628.678
New Zealand,NZL,2009,33085.105,0,20252.309
New Zealand,NZL,2010,33105.76,0,20991.518
New Zealand,NZL,2011,32543.467,0,21343.469
New Zealand,NZL,2012,33995.035,0,19934.475
New Zealand,NZL,2013,33919.844,0,19905.842
New Zealand,NZL,2014,34671.945,0,20858.742
New Zealand,NZL,2015,33984.52,0,20954.912
New Zealand,NZL,2016,33327.164,0,21285.295
New Zealand,NZL,2017,34471.387,0,20274.072
New Zealand,NZL,2018,33103.113,0,20320.988
New Zealand,NZL,2019,33690.44,0,19568.9
New Zealand,NZL,2020,28904.373,0,18480.143
New Zealand,NZL,2021,27481.145,0,18425.076
New Zealand,NZL,2022,25584.105,0,19355.164
New Zealand,NZL,1965,,0,12678.677
New Zealand,NZL,1966,,0,13339.383
New Zealand,NZL,1967,,0,13355.977
New Zealand,NZL,1968,,0,13963.057
New Zealand,NZL,1969,,0,13700.222
Nigeria,NGA,1965,,0,
Nigeria,NGA,1966,,0,
Nigeria,NGA,1967,,0,
Nigeria,NGA,1968,,0,
Nigeria,NGA,1969,,0,
Nigeria,NGA,1970,,0,
Nigeria,NGA,1971,,0,
Nigeria,NGA,1972,,0,
Nigeria,NGA,1973,,0,
Nigeria,NGA,1974,,0,
Nigeria,NGA,1975,,0,
Nigeria,NGA,1976,,0,
Nigeria,NGA,1977,,0,
Nigeria,NGA,1978,,0,
Nigeria,NGA,1979,,0,
Nigeria,NGA,1980,,0,
Nigeria,NGA,1981,,0,
Nigeria,NGA,1982,,0,
Nigeria,NGA,1983,,0,
Nigeria,NGA,1984,,0,
Nigeria,NGA,1985,,0,
Nigeria,NGA,1986,,0,
Nigeria,NGA,1987,,0,
Nigeria,NGA,1988,,0,
Nigeria,NGA,1989,,0,
Nigeria,NGA,1990,,0,
Nigeria,NGA,1991,,0,
Nigeria,NGA,1992,,0,
Nigeria,NGA,1993,,0,
Nigeria,NGA,1994,,0,
Nigeria,NGA,1995,,0,
Nigeria,NGA,1996,,0,
Nigeria,NGA,1997,,0,
Nigeria,NGA,1998,,0,
Nigeria,NGA,1999,,0,
Nigeria,NGA,2000,,0,
Nigeria,NGA,2001,,0,
Nigeria,NGA,2002,,0,
Nigeria,NGA,2003,,0,
Nigeria,NGA,2004,,0,
Nigeria,NGA,2005,,0,
Nigeria,NGA,2006,,0,
Nigeria,NGA,2007,,0,
Nigeria,NGA,2008,,0,
Nigeria,NGA,2009,,0,
Nigeria,NGA,2010,,0,
Nigeria,NGA,2011,,0,
Nigeria,NGA,2012,,0,
Nigeria,NGA,2013,,0,
Nigeria,NGA,2014,,0,
Nigeria,NGA,2015,,0,
Nigeria,NGA,2016,,0,
Nigeria,NGA,2017,,0,
Nigeria,NGA,2018,,0,
Nigeria,NGA,2019,,0,
Nigeria,NGA,2020,,0,
Nigeria,NGA,2021,,0,
Nigeria,NGA,2022,,0,
North America,,1965,52763.68,38.798218,3494.1838
North America,,1966,54844.68,57.517265,3597.0742
North America,,1967,55709.547,77.91129,3846.5354
North America,,1968,58250.67,131.32993,3849.6936
North America,,1969,60143.8,139.01332,4207.283
North America,,1970,61497.777,215.61952,4194.971
North America,,1971,61538.04,392.21527,4352.2153
North America,,1972,63647.387,557.80774,4542.402
North America,,1973,65460.54,883.2057,4607.66
North America,,1974,62696.234,1136.366,4945.906
North America,,1975,59796.133,1614.1669,4771.295
North America,,1976,62240.13,1790.9309,4704.907
North America,,1977,63210.137,2344.4756,4189.5396
North America,,1978,63065.438,2560.424,4740.9995
North America,,1979,63192.242,2377.4492,4767.595
North America,,1980,60257.855,2327.7842,4713.0586
North America,,1981,57793.664,2484.3545,4719.321
North America,,1982,54293.72,2518.0813,4957.2153
North America,,1983,52886.965,2645.3247,5146.296
North America,,1984,54892.496,2897.6423,5218.7954
North America,,1985,54011.25,3344.9968,5017.9155
North America,,1986,53394.117,3605.8435,5061.755
North America,,1987,54643.45,3907.0706,4763.3125
North America,,1988,56286.742,4418.404,4466.428
North America,,1989,56778.125,4354.11,4702.766
North America,,1990,55441.56,4594.537,4902.489
North America,,1991,54241.344,4862.881,4897.3657
North America,,1992,54486.594,4799.552,4696.45
North America,,1993,54647.62,4760.535,4878.889
North America,,1994,55137.098,4974.188,4677.686
North America,,1995,55032.05,5084.104,5031.821
North America,,1996,56028.855,4987.941,5346.8223
North America,,1997,56160.906,4578.9175,5278.822
North America,,1998,55910.332,4728.501,4889.6514
North America,,1999,55919.426,5022.4404,4951.32
North America,,2000,56940.75,5099.535,4711.0938
North America,,2001,55329.94,5120.1953,4092.1963
North America,,2002,55372.535,5094.1787,4456.5854
North America,,2003,55194.676,4911.21,4385.6416
North America,,2004,55730.094,5044.122,4374.2134
North America,,2005,55411.152,4937.635,4524.36
North America,,2006,54310.676,4913.4453,4640.1978
North America,,2007,54705.754,4908.5796,4527.1504
North America,,2008,52578.79,4834.4023,4837.8013
North America,,2009,49155.47,4690.39,4934.9756
North America,,2010,50230.76,4636.511,4971.4116
North America,,2011,49210.906,4510.16,5520.442
North America,,2012,47719.86,4331.7896,5392.8203
North America,,2013,48252.035,4413.175,5571.3916
North America,,2014,48131.32,4391.8335,5618.468
North America,,2015,47220.598,4309.67,5658.0825
North America,,2016,46306.75,4278.673,6010.2188
North America,,2017,45831.78,4212.467,6377.406
North America,,2018,47035.895,4173.7817,6392.865
North America,,2019,46163.9,4128.1025,6453.2695
North America,,2020,41585.496,3986.994,6682.4194
North America,,2021,43781.266,3887.9617,6915.6455
North America,,2022,44720.008,3790.8274,7426.0054
North Macedonia,MKD,1997,13647.232,0,1327.8301
North Macedonia,MKD,1998,15262.766,0,1590.9923
North Macedonia,MKD,1999,14031.511,0,2029.4972
North Macedonia,MKD,2000,13439.079,0,1697.6344
North Macedonia,MKD,2001,13239.325,0,895.6186
North Macedonia,MKD,2002,12665.978,0,1070.1388
North Macedonia,MKD,2003,13514.634,0,1923.9409
North Macedonia,MKD,2004,13154.17,0,2057.253
North Macedonia,MKD,2005,13656,0,2055.2656
North Macedonia,MKD,2006,13697.717,0,2255.9995
North Macedonia,MKD,2007,14455.862,0,1370.7249
North Macedonia,MKD,2008,14167.64,0,1138.4896
North Macedonia,MKD,2009,13341.621,0,1707.6875
North Macedonia,MKD,2010,13083.643,0,3224.9956
North Macedonia,MKD,2011,14355.299,0,1888.1876
North Macedonia,MKD,2012,13699.719,0,1364.505
North Macedonia,MKD,2013,12306.744,0,2070.2542
North Macedonia,MKD,2014,11619.04,0,1663.8379
North Macedonia,MKD,2015,11388.199,0,2598.3481
North Macedonia,MKD,2016,11865.461,0,2630.8774
North Macedonia,MKD,2017,12288.798,0,1646.8025
North Macedonia,MKD,2018,11436.061,0,2474.973
North Macedonia,MKD,2019,12999.154,0,1690.4724
North Macedonia,MKD,2020,10972.366,0,1850.496
North Macedonia,MKD,2021,11400.596,0,2048.0835
North Macedonia,MKD,2022,11968.684,0,1906.2927
North Macedonia,MKD,1990,,0,710.25104
North Macedonia,MKD,1991,,0,1231.1768
North Macedonia,MKD,1992,,0,1242.5653
North Macedonia,MKD,1993,,0,772.97375
North Macedonia,MKD,1994,,0,1036.6461
North Macedonia,MKD,1995,,0,1193.8423
North Macedonia,MKD,1996,,0,1260.3566
Norway,NOR,1977,29283.516,0,52671.047
Norway,NOR,1978,32818.312,0,58797.312
Norway,NOR,1979,33376.31,0,64400.06
Norway,NOR,1980,32223.73,0,60513.01
Norway,NOR,1981,30650.398,0,66955.734
Norway,NOR,1982,29638.092,0,66469.69
Norway,NOR,1983,29609.66,0,75696.38
Norway,NOR,1984,30689.754,0,75636.83
Norway,NOR,1985,31951.639,0,72908.17
Norway,NOR,1986,33664.242,0,68278.516
Norway,NOR,1987,33653.043,0,72950.016
Norway,NOR,1988,32810.723,0,76484.93
Norway,NOR,1989,33116.934,0,82846.96
Norway,NOR,1990,32179.389,0,84614.59
Norway,NOR,1991,30610.74,0,76569.91
Norway,NOR,1992,31574.213,0,80651.97
Norway,NOR,1993,33181.793,0,81947.08
Norway,NOR,1994,34239.12,0,76328.13
Norway,NOR,1995,34066.082,0,82653.81
Norway,NOR,1996,36203.14,0,70321.09
Norway,NOR,1997,37517.83,0,73866.21
Norway,NOR,1998,37744.535,0,77403.51
Norway,NOR,1999,36698.05,0,80696.03
Norway,NOR,2000,35677.03,0,93578.22
Norway,NOR,2001,37703.1,0,78600.39
Norway,NOR,2002,36932.87,0,83431.375
Norway,NOR,2003,38206.355,0,67381.695
