Entity,Code,Year,Coal (% equivalent primary energy)
France,FRA,1991,8.319602
France,FRA,1992,7.274773
France,FRA,1993,5.942817
France,FRA,1994,5.9179645
France,FRA,1995,5.917991
France,FRA,1996,6.079669
France,FRA,1997,5.3979077
France,FRA,1998,6.276106
France,FRA,1999,5.5227385
France,FRA,2000,5.302378
France,FRA,2001,4.584055
France,FRA,2002,4.7736807
France,FRA,2003,5.0229287
France,FRA,2004,4.7426662
France,FRA,2005,4.9544635
France,FRA,2006,4.615016
France,FRA,2007,4.863016
France,FRA,2008,4.5559025
France,FRA,2009,4.296544
France,FRA,2010,4.4657354
France,FRA,2011,3.9415176
France,FRA,2012,4.4669404
France,FRA,2013,4.624293
France,FRA,2014,3.6057808
France,FRA,2015,3.562947
France,FRA,2016,3.5401087
France,FRA,2017,3.8929515
France,FRA,2018,3.4199233
France,FRA,2019,2.7344124
France,FRA,2020,2.130005
France,FRA,2021,2.4245253
France,FRA,2022,2.5519443
Germany,DEU,1965,62.96032
Germany,DEU,1966,58.627434
Germany,DEU,1967,56.620415
Germany,DEU,1968,53.79234
Germany,DEU,1969,51.347202
Germany,DEU,1970,48.019665
Germany,DEU,1971,45.542862
Germany,DEU,1972,42.964603
Germany,DEU,1973,40.75709
Germany,DEU,1974,41.65666
Germany,DEU,1975,39.275913
Germany,DEU,1976,38.85676
Germany,DEU,1977,37.407814
Germany,DEU,1978,36.57076
Germany,DEU,1979,36.660072
Germany,DEU,1980,38.774967
Germany,DEU,1981,40.69193
Germany,DEU,1982,41.173084
Germany,DEU,1983,42.079437
Germany,DEU,1984,41.882603
Germany,DEU,1985,40.463066
Germany,DEU,1986,38.55468
Germany,DEU,1987,38.069527
Germany,DEU,1988,37.4938
Germany,DEU,1989,38.498226
Germany,DEU,1990,36.485134
Germany,DEU,1991,32.84558
Germany,DEU,1992,30.291739
Germany,DEU,1993,28.705164
Germany,DEU,1994,28.108328
Germany,DEU,1995,26.515564
Germany,DEU,1996,25.558725
Germany,DEU,1997,25.086884
Germany,DEU,1998,24.691626
Germany,DEU,1999,24.109173
Germany,DEU,2000,24.875908
Germany,DEU,2001,24.48893
Germany,DEU,2002,24.855877
Germany,DEU,2003,25.274336
Germany,DEU,2004,24.641804
Germany,DEU,2005,23.857561
Germany,DEU,2006,24.205273
Germany,DEU,2007,25.897165
Germany,DEU,2008,23.682045
Germany,DEU,2009,22.596199
Germany,DEU,2010,23.294445
Germany,DEU,2011,24.545746
Germany,DEU,2012,24.88292
Germany,DEU,2013,24.903547
Germany,DEU,2014,24.953636
Germany,DEU,2015,24.20233
Germany,DEU,2016,23.158
Germany,DEU,2017,21.474438
Germany,DEU,2018,21.25594
Germany,DEU,2019,16.882566
Germany,DEU,2020,14.932498
Germany,DEU,2021,17.521969
Germany,DEU,2022,18.945194
Greece,GRC,1982,23.244452
Greece,GRC,1983,28.346481
Greece,GRC,1984,28.989134
Greece,GRC,1985,31.824354
Greece,GRC,1986,30.306911
Greece,GRC,1987,31.640404
Greece,GRC,1988,33.634106
Greece,GRC,1989,33.357525
Greece,GRC,1990,32.621838
Greece,GRC,1991,30.935467
Greece,GRC,1992,31.720295
Greece,GRC,1993,31.293716
Greece,GRC,1994,30.836292
Greece,GRC,1995,29.650805
Greece,GRC,1996,28.133408
Greece,GRC,1997,29.46051
Greece,GRC,1998,29.018688
Greece,GRC,1999,27.918682
Greece,GRC,2000,28.13221
Greece,GRC,2001,28.84808
Greece,GRC,2002,27.729488
Greece,GRC,2003,26.34277
Greece,GRC,2004,27.008862
Greece,GRC,2005,26.55069
Greece,GRC,2006,23.755413
Greece,GRC,2007,24.565708
Greece,GRC,2008,23.559954
Greece,GRC,2009,24.724707
Greece,GRC,2010,24.17985
Greece,GRC,2011,24.738302
Greece,GRC,2012,27.099445
Greece,GRC,2013,24.751867
Greece,GRC,2014,25.363892
Greece,GRC,2015,20.993246
Greece,GRC,2016,16.513685
Greece,GRC,2017,17.313381
Greece,GRC,2018,16.903208
Greece,GRC,2019,11.732249
Greece,GRC,2020,7.6896377
Greece,GRC,2021,6.5820694
Greece,GRC,2022,6.3370905
High-income countries,,1965,32.973087
High-income countries,,1966,31.29617
High-income countries,,1967,29.52466
High-income countries,,1968,28.326809
High-income countries,,1969,26.923111
High-income countries,,1970,25.12907
High-income countries,,1971,23.19971
High-income countries,,1972,21.908476
High-income countries,,1973,21.583467
High-income countries,,1974,21.700241
High-income countries,,1975,21.781105
High-income countries,,1976,21.798609
High-income countries,,1977,21.54383
High-income countries,,1978,20.760477
High-income countries,,1979,21.439127
High-income countries,,1980,22.837173
High-income countries,,1981,23.583885
High-income countries,,1982,23.956377
High-income countries,,1983,24.394363
High-income countries,,1984,24.272718
High-income countries,,1985,24.703485
High-income countries,,1986,24.019741
High-income countries,,1987,24.015335
High-income countries,,1988,23.74505
High-income countries,,1989,23.433867
High-income countries,,1990,22.60378
High-income countries,,1991,21.921978
High-income countries,,1992,21.19214
High-income countries,,1993,20.829782
High-income countries,,1994,20.372053
High-income countries,,1995,19.928715
High-income countries,,1996,19.88974
High-income countries,,1997,19.813139
High-income countries,,1998,19.624544
High-income countries,,1999,19.1645
High-income countries,,2000,19.626976
High-income countries,,2001,19.564322
High-income countries,,2002,19.559092
High-income countries,,2003,19.894272
High-income countries,,2004,19.552336
High-income countries,,2005,19.529028
High-income countries,,2006,19.557379
High-income countries,,2007,19.713919
High-income countries,,2008,19.451962
High-income countries,,2009,18.164133
High-income countries,,2010,18.456722
High-income countries,,2011,18.26154
High-income countries,,2012,17.606718
High-income countries,,2013,17.639856
High-income countries,,2014,17.368858
High-income countries,,2015,16.164
High-income countries,,2016,15.118413
High-income countries,,2017,14.863547
High-income countries,,2018,14.142275
High-income countries,,2019,12.645447
High-income countries,,2020,11.6226225
High-income countries,,2021,12.160197
High-income countries,,2022,11.592826
Hong Kong,HKG,1995,36.0588
Hong Kong,HKG,1996,26.80958
Hong Kong,HKG,1997,22.36329
Hong Kong,HKG,1998,27.271217
Hong Kong,HKG,1999,23.016226
Hong Kong,HKG,2008,28.184813
Hong Kong,HKG,2009,26.953384
Hong Kong,HKG,2010,22.549356
Hong Kong,HKG,2011,26.158163
Hong Kong,HKG,2012,26.792887
Hong Kong,HKG,2013,27.80343
Hong Kong,HKG,2014,29.859852
Hong Kong,HKG,2015,23.85981
Hong Kong,HKG,2016,23.24439
Hong Kong,HKG,2017,20.297316
Hong Kong,HKG,2018,20.606403
Hong Kong,HKG,2019,20.817556
Hong Kong,HKG,2020,14.808087
Hong Kong,HKG,2021,17.451872
Hong Kong,HKG,2022,19.130766
Hungary,HUN,1965,68.59468
Hungary,HUN,1966,64.91136
Hungary,HUN,1967,59.010612
Hungary,HUN,1968,56.136776
Hungary,HUN,1969,53.20502
Hungary,HUN,1970,50.18819
Hungary,HUN,1971,47.0519
Hungary,HUN,1972,44.287926
Hungary,HUN,1973,41.11059
Hungary,HUN,1974,38.045166
Hungary,HUN,1975,34.23645
Hungary,HUN,1976,32.46983
Hungary,HUN,1977,31.410784
Hungary,HUN,1978,29.340803
Hungary,HUN,1979,29.858643
Hungary,HUN,1980,29.190746
Hungary,HUN,1981,29.631618
Hungary,HUN,1982,30.758318
Hungary,HUN,1983,29.42262
Hungary,HUN,1984,27.874506
Hungary,HUN,1985,26.526546
Hungary,HUN,1986,26.339066
Hungary,HUN,1987,25.1989
Hungary,HUN,1988,24.337894
Hungary,HUN,1989,22.378323
Hungary,HUN,1990,22.152512
Hungary,HUN,1991,22.087812
Hungary,HUN,1992,20.761112
Hungary,HUN,1993,19.42669
Hungary,HUN,1994,18.120527
Hungary,HUN,1995,17.624355
Hungary,HUN,1996,17.080208
Hungary,HUN,1997,16.71886
Hungary,HUN,1998,15.984599
Hungary,HUN,1999,16.648594
Hungary,HUN,2000,16.02304
Hungary,HUN,2001,14.861955
Hungary,HUN,2002,14.683193
Hungary,HUN,2003,14.842613
Hungary,HUN,2004,13.852583
Hungary,HUN,2005,11.553467
Hungary,HUN,2006,11.828403
Hungary,HUN,2007,12.189298
Hungary,HUN,2008,12.008964
Hungary,HUN,2009,10.897906
Hungary,HUN,2010,11.269142
Hungary,HUN,2011,11.707494
Hungary,HUN,2012,12.087433
Hungary,HUN,2013,11.164837
Hungary,HUN,2014,11.025816
Hungary,HUN,2015,10.845333
Hungary,HUN,2016,9.983181
Hungary,HUN,2017,9.708483
Hungary,HUN,2018,9.107018
Hungary,HUN,2019,7.780128
Hungary,HUN,2020,7.2486176
Hungary,HUN,2021,5.6151233
Hungary,HUN,2022,5.198036
Iceland,ISL,2007,2.838216
India,IND,1965,66.737656
India,IND,1966,64.600006
India,IND,1967,63.67921
India,IND,1968,61.624123
India,IND,1969,59.049194
India,IND,1970,57.19334
India,IND,1971,55.750233
India,IND,1972,55.95242
India,IND,1973,54.076706
India,IND,1974,57.61761
India,IND,1975,57.60285
India,IND,1976,57.190884
India,IND,1977,56.601585
India,IND,1978,52.692097
India,IND,1979,53.04435
India,IND,1980,54.124866
India,IND,1981,55.002666
India,IND,1982,54.93092
India,IND,1983,55.446278
India,IND,1984,54.520668
India,IND,1985,54.11962
India,IND,1986,54.331516
India,IND,1987,56.1127
India,IND,1988,55.32062
India,IND,1989,55.04963
India,IND,1990,55.462444
India,IND,1991,55.93353
India,IND,1992,56.34096
India,IND,1993,56.93746
India,IND,1994,55.75697
India,IND,1995,55.06407
India,IND,1996,54.46734
India,IND,1997,53.977776
India,IND,1998,52.577503
India,IND,1999,50.617825
India,IND,2000,51.258118
India,IND,2001,51.46979
India,IND,2002,52.067238
India,IND,2003,52.645916
India,IND,2004,51.604057
India,IND,2005,53.3519
India,IND,2006,52.57756
India,IND,2007,53.015648
India,IND,2008,54.225933
India,IND,2009,54.59382
India,IND,2010,53.619892
India,IND,2011,52.82103
India,IND,2012,54.559334
India,IND,2013,55.900723
India,IND,2014,57.478428
India,IND,2015,56.68048
India,IND,2016,55.41721
India,IND,2017,55.120354
India,IND,2018,54.854347
India,IND,2019,53.582947
India,IND,2020,53.447594
India,IND,2021,55.920113
India,IND,2022,55.133705
Indonesia,IDN,1965,1.775131
Indonesia,IDN,1966,2.1902573
Indonesia,IDN,1967,1.5572653
Indonesia,IDN,1968,1.0916446
Indonesia,IDN,1969,1.1654931
Indonesia,IDN,1970,0.9460072
Indonesia,IDN,1971,1.1412922
Indonesia,IDN,1972,1.0761838
Indonesia,IDN,1973,0.6393584
Indonesia,IDN,1974,0.65004724
Indonesia,IDN,1975,0.6763136
Indonesia,IDN,1976,0.6439297
Indonesia,IDN,1977,0.5236733
Indonesia,IDN,1978,0.619075
Indonesia,IDN,1979,0.8176805
Indonesia,IDN,1980,0.96278924
Indonesia,IDN,1981,0.9583604
Indonesia,IDN,1982,0.88771355
Indonesia,IDN,1983,0.83825237
Indonesia,IDN,1984,0.7973608
Indonesia,IDN,1985,2.5344768
Indonesia,IDN,1986,3.813153
Indonesia,IDN,1987,5.663906
Indonesia,IDN,1988,5.6043277
Indonesia,IDN,1989,7.5858603
Indonesia,IDN,1990,6.629344
Indonesia,IDN,1991,6.166934
Indonesia,IDN,1992,6.8564134
Indonesia,IDN,1993,7.501117
Indonesia,IDN,1994,7.1677675
Indonesia,IDN,1995,7.247917
Indonesia,IDN,1996,8.057568
Indonesia,IDN,1997,9.156642
Indonesia,IDN,1998,9.995482
Indonesia,IDN,1999,12.60035
Indonesia,IDN,2000,13.155076
Indonesia,IDN,2001,15.592448
Indonesia,IDN,2002,15.659947
Indonesia,IDN,2003,19.377426
Indonesia,IDN,2004,17.985544
Indonesia,IDN,2005,20.046043
Indonesia,IDN,2006,22.975254
Indonesia,IDN,2007,27.008326
Indonesia,IDN,2008,23.420607
Indonesia,IDN,2009,23.562353
Indonesia,IDN,2010,24.721474
Indonesia,IDN,2011,27.030935
Indonesia,IDN,2012,26.68208
Indonesia,IDN,2013,24.085508
Indonesia,IDN,2014,25.300888
Indonesia,IDN,2015,28.27043
Indonesia,IDN,2016,28.822952
Indonesia,IDN,2017,28.968012
Indonesia,IDN,2018,30.588436
Indonesia,IDN,2019,35.071354
Indonesia,IDN,2020,36.228943
Indonesia,IDN,2021,35.417633
Indonesia,IDN,2022,44.808422
Iran,IRN,1965,2.5222733
Iran,IRN,1966,2.5445497
Iran,IRN,1967,2.55229
Iran,IRN,1968,2.5572314
Iran,IRN,1969,2.5696588
Iran,IRN,1970,2.40247
Iran,IRN,1971,1.5451965
Iran,IRN,1972,2.129344
Iran,IRN,1973,2.9955854
Iran,IRN,1974,2.8934097
Iran,IRN,1975,4.599887
Iran,IRN,1976,4.039912
Iran,IRN,1977,3.609528
Iran,IRN,1978,2.2559314
Iran,IRN,1979,3.0161588
Iran,IRN,1980,3.4260094
Iran,IRN,1981,2.8505402
Iran,IRN,1982,3.4066148
Iran,IRN,1983,2.707097
Iran,IRN,1984,1.9366629
Iran,IRN,1985,1.7462246
Iran,IRN,1986,1.8358165
Iran,IRN,1987,1.6844227
Iran,IRN,1988,1.7044194
Iran,IRN,1989,1.1455538
Iran,IRN,1990,1.0182849
Iran,IRN,1991,1.3396512
Iran,IRN,1992,1.066905
Iran,IRN,1993,1.4173224
Iran,IRN,1994,1.2706718
Iran,IRN,1995,1.1347479
Iran,IRN,1996,1.0911906
Iran,IRN,1997,1.0852064
Iran,IRN,1998,1.2131995
Iran,IRN,1999,1.0712843
Iran,IRN,2000,1.0854938
Iran,IRN,2001,0.996018
Iran,IRN,2002,0.86582863
Iran,IRN,2003,0.9212182
Iran,IRN,2004,0.8718117
Iran,IRN,2005,0.93298817
Iran,IRN,2006,0.8241294
Iran,IRN,2007,0.8081395
Iran,IRN,2008,0.61730844
Iran,IRN,2009,0.3889821
Iran,IRN,2010,0.55185205
Iran,IRN,2011,0.54291785
Iran,IRN,2012,0.41638097
Iran,IRN,2013,0.3347031
Iran,IRN,2014,0.3827981
Iran,IRN,2015,0.4623934
Iran,IRN,2016,0.36680833
Iran,IRN,2017,0.40124822
Iran,IRN,2018,0.5133314
Iran,IRN,2019,0.58113045
Iran,IRN,2020,0.63392854
Iran,IRN,2021,0.5823711
Iran,IRN,2022,0.62602305
Iraq,IRQ,2017,0
Iraq,IRQ,2018,0
Iraq,IRQ,2019,0
Ireland,IRL,1979,22.276958
Ireland,IRL,1980,21.818317
Ireland,IRL,1981,23.404558
Ireland,IRL,1982,24.936556
Ireland,IRL,1983,27.45037
Ireland,IRL,1984,26.593143
Ireland,IRL,1985,29.11652
Ireland,IRL,1986,29.631401
Ireland,IRL,1987,37.64373
Ireland,IRL,1988,38.512653
Ireland,IRL,1989,37.454716
Ireland,IRL,1990,34.15284
Ireland,IRL,1991,31.53803
Ireland,IRL,1992,29.903423
Ireland,IRL,1993,28.454473
Ireland,IRL,1994,26.12248
Ireland,IRL,1995,25.7728
Ireland,IRL,1996,24.550608
Ireland,IRL,1997,22.636803
Ireland,IRL,1998,21.177784
Ireland,IRL,1999,17.258472
Ireland,IRL,2000,17.547998
Ireland,IRL,2001,17.39458
Ireland,IRL,2002,16.889637
Ireland,IRL,2003,16.765564
Ireland,IRL,2004,15.359381
Ireland,IRL,2005,16.359652
Ireland,IRL,2006,14.293999
Ireland,IRL,2007,13.744455
Ireland,IRL,2008,13.51451
Ireland,IRL,2009,13.137223
Ireland,IRL,2010,12.954081
Ireland,IRL,2011,13.312963
Ireland,IRL,2012,15.701708
Ireland,IRL,2013,14.421432
Ireland,IRL,2014,14.213005
Ireland,IRL,2015,14.665611
Ireland,IRL,2016,13.490547
Ireland,IRL,2017,11.438381
Ireland,IRL,2018,8.7969675
Ireland,IRL,2019,6.2659316
Ireland,IRL,2020,5.708088
Ireland,IRL,2021,7.645449
Ireland,IRL,2022,6.224161
Israel,ISR,1980,0.012562562
Israel,ISR,1981,0.012351792
Israel,ISR,1982,6.343798
Israel,ISR,1983,11.948431
Israel,ISR,1984,18.584497
Israel,ISR,1985,21.861582
Israel,ISR,1986,23.07852
Israel,ISR,1987,22.916204
Israel,ISR,1988,20.490623
Israel,ISR,1989,21.158405
Israel,ISR,1990,21.345549
Israel,ISR,1991,22.7365
Israel,ISR,1992,23.980225
Israel,ISR,1993,24.948593
Israel,ISR,1994,25.345436
Israel,ISR,1995,24.598585
Israel,ISR,1996,28.776037
Israel,ISR,1997,28.615751
Israel,ISR,1998,29.19037
Israel,ISR,1999,27.662119
Israel,ISR,2000,31.993645
Israel,ISR,2001,36.95593
Israel,ISR,2002,38.294605
Israel,ISR,2003,38.515034
Israel,ISR,2004,38.12713
Israel,ISR,2005,37.7213
Israel,ISR,2006,37.08558
Israel,ISR,2007,36.56638
Israel,ISR,2008,34.965393
Israel,ISR,2009,35.238113
Israel,ISR,2010,33.866993
Israel,ISR,2011,34.106804
Israel,ISR,2012,36.2158
Israel,ISR,2013,30.788895
Israel,ISR,2014,29.321333
Israel,ISR,2015,27.215364
Israel,ISR,2016,22.795837
Israel,ISR,2017,20.277708
Israel,ISR,2018,18.780544
Israel,ISR,2019,19.170982
Israel,ISR,2020,17.681622
Israel,ISR,2021,15.160327
Israel,ISR,2022,14.28481
Italy,ITA,1965,10.805003
Italy,ITA,1966,10.348499
Italy,ITA,1967,10.471507
Italy,ITA,1968,9.384944
Italy,ITA,1969,8.950287
Italy,ITA,1970,8.18673
Italy,ITA,1971,7.51171
Italy,ITA,1972,6.6654286
Italy,ITA,1973,6.4799747
Italy,ITA,1974,7.0586376
Italy,ITA,1975,7.2294354
Italy,ITA,1976,6.7923203
Italy,ITA,1977,6.657689
Italy,ITA,1978,6.6097894
Italy,ITA,1979,7.0338836
Italy,ITA,1980,8.4698715
Italy,ITA,1981,8.866394
Italy,ITA,1982,10.114164
Italy,ITA,1983,9.66976
Italy,ITA,1984,10.798701
Italy,ITA,1985,10.712906
Italy,ITA,1986,10.252485
Italy,ITA,1987,9.882728
Italy,ITA,1988,9.040477
Italy,ITA,1989,9.167906
Italy,ITA,1990,9.17895
Italy,ITA,1991,8.453371
Italy,ITA,1992,7.445481
Italy,ITA,1993,6.6523304
Italy,ITA,1994,7.039983
Italy,ITA,1995,7.2767706
Italy,ITA,1996,6.697884
Italy,ITA,1997,6.6801457
Italy,ITA,1998,6.7786875
Italy,ITA,1999,6.5839753
Italy,ITA,2000,6.934749
Italy,ITA,2001,7.3751516
Italy,ITA,2002,7.6644883
Italy,ITA,2003,8.014712
Italy,ITA,2004,8.783207
Italy,ITA,2005,8.705081
Italy,ITA,2006,8.85412
Italy,ITA,2007,8.837144
Italy,ITA,2008,8.69835
Italy,ITA,2009,7.2943673
Italy,ITA,2010,7.8079715
Italy,ITA,2011,8.922812
Italy,ITA,2012,9.400455
Italy,ITA,2013,8.468905
Italy,ITA,2014,8.707126
Italy,ITA,2015,7.901596
Italy,ITA,2016,7.01082
Italy,ITA,2017,6.0714374
Italy,ITA,2018,5.533283
Italy,ITA,2019,4.261173
Italy,ITA,2020,3.5868154
Italy,ITA,2021,3.701841
Italy,ITA,2022,4.9668055
Japan,JPN,1965,31.066795
Japan,JPN,1966,29.980793
Japan,JPN,1967,28.77156
Japan,JPN,1968,26.557747
Japan,JPN,1969,24.904413
Japan,JPN,1970,21.468172
Japan,JPN,1971,18.304365
Japan,JPN,1972,17.074709
Japan,JPN,1973,16.271473
Japan,JPN,1974,17.16567
Japan,JPN,1975,16.807846
Japan,JPN,1976,15.856296
Japan,JPN,1977,14.855458
Japan,JPN,1978,12.913645
Japan,JPN,1979,13.266863
Japan,JPN,1980,15.876998
Japan,JPN,1981,18.053251
Japan,JPN,1982,17.901823
Japan,JPN,1983,17.410524
Japan,JPN,1984,17.947124
Japan,JPN,1985,18.58569
Japan,JPN,1986,17.674034
Japan,JPN,1987,17.680637
Japan,JPN,1988,17.969894
Japan,JPN,1989,17.400219
Japan,JPN,1990,17.39319
Japan,JPN,1991,16.874807
Japan,JPN,1992,16.418114
Japan,JPN,1993,16.495111
Japan,JPN,1994,16.648972
Japan,JPN,1995,16.418016
Japan,JPN,1996,16.529753
Japan,JPN,1997,16.65888
Japan,JPN,1998,16.20457
Japan,JPN,1999,16.773418
Japan,JPN,2000,17.79107
Japan,JPN,2001,18.390524
Japan,JPN,2002,19.506172
Japan,JPN,2003,20.116966
Japan,JPN,2004,20.413372
Japan,JPN,2005,21.312574
Japan,JPN,2006,20.998621
Japan,JPN,2007,22.281572
Japan,JPN,2008,23.295328
Japan,JPN,2009,21.418806
Japan,JPN,2010,22.898308
Japan,JPN,2011,22.922556
Japan,JPN,2012,24.38883
Japan,JPN,2013,25.56996
Japan,JPN,2014,25.792376
Japan,JPN,2015,26.394314
Japan,JPN,2016,26.687414
Japan,JPN,2017,26.754948
Japan,JPN,2018,26.340473
Japan,JPN,2019,26.504755
Japan,JPN,2020,26.679838
Japan,JPN,2021,27.477894
Japan,JPN,2022,27.551865
Kazakhstan,KAZ,1985,55.71397
Kazakhstan,KAZ,1986,57.226562
Kazakhstan,KAZ,1987,58.150364
Kazakhstan,KAZ,1988,58.52214
Kazakhstan,KAZ,1989,56.741524
Kazakhstan,KAZ,1990,52.396317
Kazakhstan,KAZ,1991,51.200397
Kazakhstan,KAZ,1992,52.25168
Kazakhstan,KAZ,1993,53.74915
Kazakhstan,KAZ,1994,59.0276
Kazakhstan,KAZ,1995,53.06195
Kazakhstan,KAZ,1996,54.440086
Kazakhstan,KAZ,1997,53.002018
Kazakhstan,KAZ,1998,55.39328
Kazakhstan,KAZ,1999,54.57127
Kazakhstan,KAZ,2000,56.109673
Kazakhstan,KAZ,2001,62.31452
Kazakhstan,KAZ,2002,61.977757
Kazakhstan,KAZ,2003,62.431343
Kazakhstan,KAZ,2004,62.62668
Kazakhstan,KAZ,2005,61.60903
Kazakhstan,KAZ,2006,60.341816
Kazakhstan,KAZ,2007,59.843826
Kazakhstan,KAZ,2008,61.57685
Kazakhstan,KAZ,2009,62.827957
Kazakhstan,KAZ,2010,63.193935
Kazakhstan,KAZ,2011,60.615604
Kazakhstan,KAZ,2012,60.04957
Kazakhstan,KAZ,2013,59.185642
Kazakhstan,KAZ,2014,55.709957
Kazakhstan,KAZ,2015,49.51873
Kazakhstan,KAZ,2016,51.455635
Kazakhstan,KAZ,2017,52.418167
Kazakhstan,KAZ,2018,52.724655
Kazakhstan,KAZ,2019,49.252094
Kazakhstan,KAZ,2020,50.477325
Kazakhstan,KAZ,2021,47.86631
Kazakhstan,KAZ,2022,45.975685
Latvia,LVA,1985,7.94382
Latvia,LVA,1986,10.787549
Latvia,LVA,1987,10.825157
Latvia,LVA,1988,11.512571
Latvia,LVA,1989,9.403905
Latvia,LVA,1990,9.529562
Latvia,LVA,1991,9.064095
Latvia,LVA,1992,11.139658
Latvia,LVA,1993,11.81323
Latvia,LVA,1994,9.172503
Latvia,LVA,1995,6.9725385
Latvia,LVA,1996,7.0259266
Latvia,LVA,1997,6.2309103
Latvia,LVA,1998,4.2235546
Latvia,LVA,1999,3.8450985
Latvia,LVA,2000,4.0538774
Latvia,LVA,2001,3.5120704
Latvia,LVA,2002,2.8066835
Latvia,LVA,2003,2.5488007
Latvia,LVA,2004,1.7155638
Latvia,LVA,2005,2.003647
Latvia,LVA,2006,2.263682
Latvia,LVA,2007,2.7146535
Latvia,LVA,2008,2.6869013
Latvia,LVA,2009,2.268711
Latvia,LVA,2010,2.5524042
Latvia,LVA,2011,2.902078
Latvia,LVA,2012,2.3207202
Latvia,LVA,2013,1.9101801
Latvia,LVA,2014,1.7097169
Latvia,LVA,2015,1.3048602
Latvia,LVA,2016,1.0693088
Latvia,LVA,2017,0.98059595
Latvia,LVA,2018,1.2937399
Latvia,LVA,2019,1.0631063
Latvia,LVA,2020,0.69147795
Latvia,LVA,2021,0.5162628
Latvia,LVA,2022,0.598975
Lithuania,LTU,1985,5.234123
Lithuania,LTU,1986,6.6018724
Lithuania,LTU,1987,6.2033668
Lithuania,LTU,1988,5.9584947
Lithuania,LTU,1989,5.1395307
Lithuania,LTU,1990,4.5918674
Lithuania,LTU,1991,4.851393
Lithuania,LTU,1992,3.7113495
Lithuania,LTU,1993,4.2076187
Lithuania,LTU,1994,4.048279
Lithuania,LTU,1995,2.8934205
Lithuania,LTU,1996,2.4429064
Lithuania,LTU,1997,2.1418035
Lithuania,LTU,1998,1.7419116
Lithuania,LTU,1999,1.7971046
Lithuania,LTU,2000,1.3756102
Lithuania,LTU,2001,1.0678596
Lithuania,LTU,2002,1.6131306
Lithuania,LTU,2003,1.9870232
Lithuania,LTU,2004,1.9073749
Lithuania,LTU,2005,2.2902248
Lithuania,LTU,2006,3.2573235
Lithuania,LTU,2007,2.957766
Lithuania,LTU,2008,2.5347407
Lithuania,LTU,2009,2.1739914
Lithuania,LTU,2010,3.661059
Lithuania,LTU,2011,4.06978
Lithuania,LTU,2012,3.9619625
Lithuania,LTU,2013,4.932214
Lithuania,LTU,2014,4.325837
Lithuania,LTU,2015,3.3184152
Lithuania,LTU,2016,3.2989018
Lithuania,LTU,2017,3.356148
Lithuania,LTU,2018,3.472633
Lithuania,LTU,2019,3.257654
Lithuania,LTU,2020,2.5627716
Lithuania,LTU,2021,3.07704
Lithuania,LTU,2022,3.508553
Lower-middle-income countries,,1965,40.62829
Lower-middle-income countries,,1966,37.98963
Lower-middle-income countries,,1967,37.100895
Lower-middle-income countries,,1968,35.657253
Lower-middle-income countries,,1969,34.854336
Lower-middle-income countries,,1970,31.81761
Lower-middle-income countries,,1971,30.778154
Lower-middle-income countries,,1972,30.583397
Lower-middle-income countries,,1973,28.741392
Lower-middle-income countries,,1974,30.869822
Lower-middle-income countries,,1975,30.759325
Lower-middle-income countries,,1976,30.104092
Lower-middle-income countries,,1977,28.79378
Lower-middle-income countries,,1978,26.384521
Lower-middle-income countries,,1979,25.952457
Lower-middle-income countries,,1980,25.992805
Lower-middle-income countries,,1981,26.87838
Lower-middle-income countries,,1982,26.110415
Lower-middle-income countries,,1983,25.609964
Lower-middle-income countries,,1984,25.355513
Lower-middle-income countries,,1985,28.04565
Lower-middle-income countries,,1986,28.436384
Lower-middle-income countries,,1987,28.479948
Lower-middle-income countries,,1988,27.784506
Lower-middle-income countries,,1989,27.18391
Lower-middle-income countries,,1990,27.087116
Lower-middle-income countries,,1991,26.651155
Lower-middle-income countries,,1992,27.890514
Lower-middle-income countries,,1993,28.121624
Lower-middle-income countries,,1994,26.883041
Lower-middle-income countries,,1995,26.84885
Lower-middle-income countries,,1996,25.302618
Lower-middle-income countries,,1997,25.644583
Lower-middle-income countries,,1998,25.852087
Lower-middle-income countries,,1999,24.849323
Lower-middle-income countries,,2000,25.54169
Lower-middle-income countries,,2001,25.427467
Lower-middle-income countries,,2002,25.524122
Lower-middle-income countries,,2003,26.294825
Lower-middle-income countries,,2004,25.853977
Lower-middle-income countries,,2005,26.932335
Lower-middle-income countries,,2006,26.97368
Lower-middle-income countries,,2007,27.983103
Lower-middle-income countries,,2008,28.763155
Lower-middle-income countries,,2009,29.029251
Lower-middle-income countries,,2010,29.06102
Lower-middle-income countries,,2011,29.345821
Lower-middle-income countries,,2012,30.388176
Lower-middle-income countries,,2013,30.779076
Lower-middle-income countries,,2014,32.06183
Lower-middle-income countries,,2015,32.319214
Lower-middle-income countries,,2016,32.143368
Lower-middle-income countries,,2017,31.805655
Lower-middle-income countries,,2018,32.9184
Lower-middle-income countries,,2019,33.390556
Lower-middle-income countries,,2020,33.272274
Lower-middle-income countries,,2021,34.551315
Lower-middle-income countries,,2022,35.43142
Luxembourg,LUX,1965,75.868645
Luxembourg,LUX,1966,71.49202
Luxembourg,LUX,1967,68.01755
Luxembourg,LUX,1968,67.40788
Luxembourg,LUX,1969,66.540825
Luxembourg,LUX,1970,65.70731
Luxembourg,LUX,1971,62.97946
Luxembourg,LUX,1972,60.10736
Luxembourg,LUX,1973,56.182343
